countryname,countrycode,date,c1_schoolclosing,c1_flag,c2_workplaceclosing,c2_flag,c3_cancelpublicevents,c3_flag,c4_restrictionsongatherings,c4_flag,c5_closepublictransport,c5_flag,c6_stayathomerequirements,c6_flag,c7_restrictionsoninternalmovemen,c7_flag,c8_internationaltravelcontrols,e1_incomesupport,e1_flag,e2_debtcontractrelief,e3_fiscalmeasures,e4_internationalsupport,h1_publicinformationcampaigns,h1_flag,h2_testingpolicy,h3_contacttracing,h4_emergencyinvestmentinhealthca,h5_investmentinvaccines,m1_wildcard,confirmedcases,confirmeddeaths,stringencyindex,stringencyindexfordisplay,legacystringencyindex,legacystringencyindexfordisplay
Belgium,BEL,20200427,2,1,3,1,2,1,4,1,0,,2,1,2,1,4,,,,,,,,,,,,,46134,7094,72.480003,72.480003,65,65
Burkina Faso,BFA,20200427,,,,,2,1,1,1,,,2,1,2,1,,,,,,,,,,,,,,632,42,,,,
Bangladesh,BGD,20200427,3,1,3,1,2,1,4,1,2,1,2,1,2,1,3,0,,0,0,0,2,1,2,1,0,0,,5416,145,94.580002,94.580002,94.290001,94.290001
Bulgaria,BGR,20200427,3,1,1,1,2,1,0,,0,,,,,,3,2,0,2,,0,2,1,,,,,,1300,56,47.48,47.48,58.57,58.57
Bahrain,BHR,20200427,3,1,2,1,2,1,4,1,1,1,2,1,1,1,4,2,0,2,,0,2,1,2,2,0,0,,2647,8,86.769997,86.769997,85.239998,85.239998
Bosnia and Herzegovina,BIH,20200427,3,1,3,1,2,1,4,1,2,1,2,1,2,1,3,,,,,,,,,,,,,1516,58,83.459999,83.459999,80,80
Belize,BLZ,20200427,3,1,1,0,2,1,3,1,1,0,2,0,2,0,4,1,1,0,,,2,1,1,2,0,0,,18,2,73.419998,73.419998,72.139999,72.139999
Bermuda,BMU,20200427,3,1,2,1,2,1,3,1,2,1,2,1,2,1,4,,,,,,,,,,,,,109,5,81.610001,81.610001,79.290001,79.290001
Bolivia,BOL,20200427,3,1,3,1,2,1,4,1,2,1,2,1,2,1,4,,,,,,2,1,0,1,0,0,,950,50,97.349998,97.349998,97.139999,97.139999
Brazil,BRA,20200427,3,0,3,0,2,0,,,,,1,0,,,4,,,,,,,,,,,,,61888,4205,,,,
Barbados,BRB,20200427,3,1,3,1,2,1,4,1,1,1,3,1,2,1,2,,,,,,2,1,2,2,,0,,79,6,90.470001,90.470001,86.669998,86.669998
Brunei,BRN,20200427,3,1,3,1,2,1,3,1,2,1,0,,1,1,4,0,,0,0,0,2,1,2,1,,,,138,1,82.93,82.93,92.379997,92.379997
Botswana,BWA,20200427,,,,,2,1,4,1,1,1,2,0,2,0,,1,1,2,0,0,,,,,,,,22,1,,,33.330002,33.330002
Canada,CAN,20200427,3,1,3,1,2,0,4,0,,,,,,,4,2,1,0,0,0,2,1,,1,0,0,,46884,2560,60.32,60.32,65.709999,65.709999
Switzerland,CHE,20200427,,,,,,,,,,,,,,,,2,0,1,0,0,,,,,,,,28978,1336,,,,
Chile,CHL,20200427,2,1,2,1,2,1,3,1,0,,2,1,2,0,4,,,,,,2,1,2,2,0,0,,13331,189,75.790001,75.790001,72.139999,72.139999
China,CHN,20200427,3,0,2,0,2,0,4,0,0,,0,,2,0,3,,,,,,2,1,3,2,0,0,,83912,4637,56.5,56.5,61.669998,61.669998
Cameroon,CMR,20200427,3,1,0,,2,1,3,1,1,1,0,,1,1,4,0,,0,0,0,1,1,2,0,0,0,,1621,56,63.880001,63.880001,68.57,68.57
Democratic Republic of Congo,COD,20200427,,,,,2,1,4,1,,,2,0,2,0,,,,,,,,,,,,,,459,28,,,,
Colombia,COL,20200427,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,1,1,2,0,0,2,1,2,2,,0,,5379,243,93.379997,93.379997,92.379997,92.379997
Cape Verde,CPV,20200427,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,1,,,,
Costa Rica,CRI,20200427,3,1,3,1,2,1,,,0,,,,2,1,3,1,1,1,0,0,2,1,2,2,0,0,,695,6,63.889999,63.889999,80,80
Cuba,CUB,20200427,,,,,,,,,,,,,,,,1,0,2,0,0,,,,,,,,1369,54,,,,
Cyprus,CYP,20200427,3,1,3,0,2,1,4,1,2,1,2,1,2,1,4,,,,,,2,1,3,2,0,0,,817,17,94.18,94.18,93.57,93.57
Czech Republic,CZE,20200427,2,1,2,1,,,,,0,,,,,,2,,,,,,2,1,,,,,,7404,221,,,,
Germany,DEU,20200427,3,1,3,1,2,1,4,1,1,1,2,0,2,0,3,2,0,2,0,0,,,,,,,,155193,5750,73.150002,73.150002,70.480003,70.480003
Djibouti,DJI,20200427,3,1,3,1,2,1,4,1,2,1,3,1,2,1,4,,,,,,2,1,3,2,0,0,,1023,2,100,100,97.139999,97.139999
Dominica,DMA,20200427,,,,,2,1,4,1,,,2,1,0,,,0,,0,0,0,,,,,,,,16,0,,,25,25
Denmark,DNK,20200427,,,,,,,,,,,,,,,,,,,,,,,,,,,,8575,422,,,,
Dominican Republic,DOM,20200427,,,,,2,1,3,1,,,2,1,2,1,,,,,,,,,,,,,,6135,278,,,,
Algeria,DZA,20200427,3,1,2,1,2,1,4,0,2,1,2,0,2,0,3,,,,,,2,1,1,0,0,0,,3382,425,82.419998,82.419998,85.949997,85.949997
Ecuador,ECU,20200427,3,1,3,1,2,1,3,1,2,1,2,1,2,1,4,1,1,2,0,0,2,1,3,1,0,0,,22719,576,95.370003,95.370003,97.139999,97.139999
Egypt,EGY,20200427,3,1,3,1,,,,,2,1,,,,,3,0,,0,,0,2,1,,,,,,4319,307,,,65.709999,65.709999
Spain,ESP,20200427,3,1,3,1,2,1,4,1,1,1,2,1,1,1,4,,,2,,,2,1,1,,,,,209465,23190,89.410004,89.410004,88.809998,88.809998
Estonia,EST,20200427,3,1,3,1,2,1,4,0,,,2,1,0,,2,0,,2,,,2,1,2,0,0,0,,1643,49,66.400002,66.400002,73.57,73.57
Ethiopia,ETH,20200427,3,1,3,0,2,1,4,1,1,1,1,1,2,0,2,0,,0,0,0,2,1,1,2,0,0,,123,3,78.839996,78.839996,78.330002,78.330002
Finland,FIN,20200427,2,1,2,1,2,1,2,1,1,0,1,1,1,1,4,1,1,0,,,2,1,1,1,0,0,,4576,190,74.330002,74.330002,75.709999,75.709999
France,FRA,20200427,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,2,1,2,0,0,2,1,1,1,0,0,,124575,22856,93.379997,93.379997,92.379997,92.379997
Gabon,GAB,20200427,3,1,,,,,,,1,1,,,,,4,0,,2,0,0,,,,,,,,176,3,,,35.240002,35.240002
United Kingdom,GBR,20200427,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,,,2,1,1,0,0,0,,152840,24055,82.269997,82.269997,80.949997,80.949997
Ghana,GHA,20200427,,,,,2,1,,,,,,,,,,0,,2,0,0,,,,,,,,1550,11,,,,
Gambia,GMB,20200427,,,,,2,1,3,1,,,1,1,1,1,,,,,,,,,,,,,,10,1,,,,
Greece,GRC,20200427,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,2506,130,,,,
Greenland,GRL,20200427,,,,,,,,,,,,,,,3,,,,,,,,,,,,,11,0,,,,
Guatemala,GTM,20200427,3,1,3,1,2,1,4,1,2,1,2,1,2,1,4,,,,,,2,1,2,2,0,0,,500,15,97.349998,97.349998,97.139999,97.139999
Guam,GUM,20200427,3,1,3,1,2,1,4,1,0,,1,1,0,,3,,,,,,2,1,2,1,,,,142,5,69.709999,69.709999,72.860001,72.860001
Guyana,GUY,20200427,,,3,1,2,1,4,1,,,2,1,2,1,3,,,,,,,,,,,,,74,8,61.240002,61.240002,51.43,51.43
Hong Kong,HKG,20200427,3,1,2,1,2,1,4,1,0,,1,1,0,,4,1,0,2,0,0,2,1,2,2,0,0,,1037,4,69.839996,69.839996,72.139999,72.139999
Honduras,HND,20200427,,,3,1,2,1,4,1,2,1,3,1,2,1,,2,0,2,0,0,,,,,,,,661,61,66.669998,66.669998,57.139999,57.139999
Croatia,HRV,20200427,,,3,1,2,1,4,1,,,,,,,4,,,,,,2,1,,,,,,2030,55,,,,
Hungary,HUN,20200427,,,,,,,,,,,,,,,,,,,,,,,,,,,,2583,280,,,,
Indonesia,IDN,20200427,2,0,2,0,2,0,4,0,2,0,1,1,2,1,4,0,,0,0,0,2,1,1,2,0,0,,8882,743,73.559998,73.559998,75.239998,75.239998
India,IND,20200427,3,1,3,1,2,1,4,1,2,1,3,1,2,1,4,0,,2,0,0,2,1,3,2,0,0,,27892,872,100,100,97.139999,97.139999
Ireland,IRL,20200427,3,1,3,1,2,1,4,1,1,1,2,1,1,1,2,2,1,2,,,2,1,1,1,0,0,,19262,1087,83.860001,83.860001,83.099998,83.099998
Iran,IRN,20200427,,,,,2,1,0,,,,1,1,2,1,,1,0,2,0,0,,,,,,,,90481,5710,,,28.57,28.57
Iraq,IRQ,20200427,3,1,2,0,2,1,4,1,2,0,2,1,2,1,3,0,,0,,,2,1,2,0,0,0,,1820,87,85.589996,85.589996,82.379997,82.379997
Iceland,ISL,20200427,2,1,2,1,2,1,3,1,0,,0,,0,,3,,,,,,2,1,3,2,0,0,,1792,10,56.610001,56.610001,58.57,58.57
Israel,ISR,20200427,,,,,2,1,4,1,,,,,,,,1,1,2,0,0,,,,,,,,15398,199,,,14.29,14.29
Italy,ITA,20200427,3,1,3,1,2,1,4,1,2,1,2,1,2,1,3,1,1,1,,,2,1,,,,,,197675,26644,94.580002,94.580002,94.290001,94.290001
Jamaica,JAM,20200427,3,1,1,1,,,,,1,1,2,1,2,1,,,,,,,,,,,,,,350,7,,,,
Jordan,JOR,20200427,3,1,,,,,,,,,,,,,3,,,,,,,,,,,,,447,7,,,,
Japan,JPN,20200427,1,1,1,1,1,1,0,,0,,1,1,1,1,3,1,1,0,,0,2,1,3,1,0,0,,13385,351,51.18,51.18,56.189999,56.189999
Kazakhstan,KAZ,20200427,,,,,,,,,,,,,,,,,,,,,,,,,,,,2717,25,,,,
Kenya,KEN,20200427,,,,,2,1,,,2,1,,,2,1,,1,1,1,,,,,,,,,,355,14,,,,
Kyrgyz Republic,KGZ,20200427,3,1,3,0,2,1,4,0,2,0,3,0,2,1,4,,,,,,2,1,,,,,,695,8,87.309998,87.309998,88.809998,88.809998
South Korea,KOR,20200427,3,1,2,1,1,1,0,,0,,0,,0,,3,1,1,1,,2800000,2,1,3,2,0,0,,10738,243,46.16,46.16,57.380001,57.380001
Kuwait,KWT,20200427,3,1,3,1,,,,,2,1,,,,,4,1,0,0,,,2,1,,,,,,3075,20,,,68.57,68.57
Laos,LAO,20200427,3,1,3,1,2,1,4,1,2,1,2,1,2,1,4,,,,,,2,1,,0,,,,19,0,97.349998,97.349998,97.139999,97.139999
Lebanon,LBN,20200427,3,1,3,1,2,1,4,1,2,1,2,1,2,1,3,,,,,,2,1,1,1,0,0,,707,24,94.580002,94.580002,94.290001,94.290001
Libya,LBY,20200427,3,1,3,1,2,1,4,1,1,0,2,1,2,0,4,,,,,,,,,,,,,61,2,75.93,75.93,69.760002,69.760002
Sri Lanka,LKA,20200427,,,,,,,,,,,,,,,,,,,,,,,,,,,,523,7,,,,
Lesotho,LSO,20200427,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,,,,,,,,,,,,,,,82.269997,82.269997,78.099998,78.099998
Luxembourg,LUX,20200427,,,,,2,1,,,,,,,,,,2,1,2,0,0,,,,,,,,3723,88,,,,
Macao,MAC,20200427,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,0,,,,
Morocco,MAR,20200427,3,1,3,1,2,1,2,1,2,1,2,1,1,1,4,,,,,,2,1,2,0,0,0,,4065,161,89.410004,89.410004,93.57,93.57
Moldova,MDA,20200427,,,,,2,1,4,1,,,1,1,2,0,,,,,,,,,,,,,,3408,96,,,,
Madagascar,MDG,20200427,0,,1,0,2,1,3,0,1,0,2,0,2,0,4,,,,,,2,1,3,0,0,0,,124,0,59.139999,59.139999,57.860001,57.860001
Mexico,MEX,20200427,,,,,2,1,,,,,,,2,1,,,,,,,,,,,,,,14677,1351,,,,
Mali,MLI,20200427,3,1,0,,2,1,3,1,2,1,1,1,2,1,3,,,,,,2,1,1,2,0,0,,389,23,78.830002,78.830002,80,80
Myanmar,MMR,20200427,3,1,3,0,2,0,4,0,2,0,2,1,2,1,3,,,,,,2,1,,,,,,146,5,81.889999,81.889999,83.099998,83.099998
Mongolia,MNG,20200427,3,1,2,1,2,1,0,,1,0,0,,0,,4,,,,,,2,1,,,,,,38,0,56.880001,56.880001,69.760002,69.760002
Mozambique,MOZ,20200427,,,,,2,1,3,1,,,1,1,0,,,0,,1,,0,,,,,,,,76,0,,,21.43,21.43
Mauritania,MRT,20200427,3,1,,,2,1,4,1,,,2,1,2,1,,,,,,,,,,,,,,7,1,,,,
Mauritius,MUS,20200427,,,,,2,1,3,1,,,2,1,1,1,,,,,,,,,,,,,,332,9,,,,
Malawi,MWI,20200427,,,,,2,1,2,1,,,1,1,0,,,1,0,0,0,0,,,,,,,,34,3,,,21.43,21.43
Malaysia,MYS,20200427,3,1,3,1,2,1,2,1,0,,0,,2,1,3,1,1,2,,0,2,1,,,,,,5780,98,71.029999,71.029999,80,80
Namibia,NAM,20200427,,,,,,,,,,,,,,,,2,1,1,0,0,,,,,,,,712,7,,,,
Niger,NER,20200427,,,,,2,1,3,1,,,0,,2,0,,,,,,,,,,,,,,696,29,,,,
Nigeria,NGA,20200427,,,,,,,,,,,,,,,,0,,0,0,0,,,,,,,,1273,40,,,,
Nicaragua,NIC,20200427,0,,0,,0,,0,,0,,0,,0,,2,,,,,,2,1,1,0,0,0,,13,3,16.67,16.67,20,20
Netherlands,NLD,20200427,3,1,3,1,2,1,3,1,1,1,1,1,1,1,3,2,0,1,0,0,2,1,1,1,0,0,,37845,4475,82,82,84.760002,84.760002
Norway,NOR,20200427,2,1,1,1,2,1,2,1,1,1,0,,1,1,4,0,,2,0,0,2,1,,,,,,7505,193,69.040001,69.040001,76.900002,76.900002
New Zealand,NZL,20200427,3,1,3,1,2,1,4,1,2,1,2,1,2,1,4,2,0,1,0,0,2,1,,,,,,1122,19,97.349998,97.349998,97.139999,97.139999
Oman,OMN,20200427,3,1,2,1,2,1,4,1,2,1,2,1,2,1,4,2,0,0,0,0,2,1,2,2,0,0,,1998,10,94.709999,94.709999,93.57,93.57
Pakistan,PAK,20200427,3,1,2,1,2,0,4,1,2,1,2,1,2,1,4,,,,,,2,1,2,1,0,0,,13328,281,91.540001,91.540001,93.57,93.57
Panama,PAN,20200427,,,,,,,,,,,,,,,,,,,,,,,,,,,,5779,165,,,,
Peru,PER,20200427,3,1,3,1,2,1,4,1,1,1,3,1,2,1,4,1,1,2,,0,2,1,2,1,0,0,,27517,728,96.029999,96.029999,92.379997,92.379997
Philippines,PHL,20200427,3,1,1,1,2,1,4,1,2,1,,,,,2,,,,,,1,1,2,2,0,0,,7579,501,62.959999,62.959999,65.239998,65.239998
Papua New Guinea,PNG,20200427,2,1,2,1,2,1,2,1,0,,,,1,0,2,,,,,,2,1,2,2,0,0,,8,0,55.82,55.82,60.48,60.48
Poland,POL,20200427,3,1,2,1,2,1,4,1,1,1,1,1,2,1,4,,,,,,2,1,1,0,0,0,,11617,535,88.089996,88.089996,88.809998,88.809998
Puerto Rico,PRI,20200427,,,3,1,,,,,,,,,,,,0,,2,127000000,0,,,,,,,,1371,84,,,,
Portugal,PRT,20200427,3,1,,,2,1,4,1,,,2,1,2,1,,,,,,,,,,,,,,23864,903,,,,
Paraguay,PRY,20200427,3,1,3,1,2,1,4,1,1,1,3,1,2,1,4,,,,,,2,1,2,1,0,0,,228,9,96.029999,96.029999,92.379997,92.379997
Palestine,PSE,20200427,3,1,3,1,2,1,4,1,2,1,2,0,2,1,4,0,,2,0,0,2,1,,,,,,495,2,94.18,94.18,97.139999,97.139999
Qatar,QAT,20200427,,,,,,,,,,,,,,,,2,0,0,0,0,,,,,,,,10287,10,,,,
Romania,ROU,20200427,3,1,2,1,,,,,2,0,,,,,4,2,0,2,0,0,2,1,,,,,,11036,608,,,60.240002,60.240002
Russia,RUS,20200427,3,1,3,1,,,,,,,,,0,,,,,,,,,,,,,,,80949,747,,,,
Rwanda,RWA,20200427,3,1,3,1,2,1,4,1,2,1,3,1,2,1,4,,,,0,,2,1,3,2,0,0,,191,0,100,100,97.139999,97.139999
Saudi Arabia,SAU,20200427,3,1,2,1,2,1,4,1,2,1,3,0,2,1,4,2,0,1,0,0,2,1,2,0,0,0,,17522,139,94.18,94.18,93.57,93.57
Sudan,SDN,20200427,,,,,,,,,,,,,,,,,,,,,,,,,,,,237,21,,,,
Singapore,SGP,20200427,,,,,,,4,1,,,1,1,,,,1,1,2,,0,,,,,,,,13624,12,,,,
Sierra Leone,SLE,20200427,3,1,0,,2,1,3,1,0,,1,1,2,1,4,,,,,,2,1,2,2,0,0,,93,4,70.5,70.5,68.57,68.57
El Salvador,SLV,20200427,3,1,3,1,2,1,4,1,1,1,3,1,2,1,4,1,1,1,0,0,2,1,1,1,0,0,,298,8,96.029999,96.029999,92.379997,92.379997
San Marino,SMR,20200427,3,1,1,1,2,1,4,1,2,1,2,1,2,1,2,,,,,,,,,,,,,538,41,75.389999,75.389999,70,70
Serbia,SRB,20200427,,,,,,,,,,,,,,,,1,0,1,0,0,,,,,,,,8042,156,,,,
South Sudan,SSD,20200427,,,,,2,1,4,1,,,2,0,2,1,,,,,,,,,,,0,,,6,0,,,,
Slovak Republic,SVK,20200427,3,1,2,0,2,1,3,1,1,1,1,1,1,1,4,,,,,,2,1,,,,,,1379,18,78.959999,78.959999,80.480003,80.480003
Slovenia,SVN,20200427,3,1,2,1,2,1,4,1,2,1,1,1,2,1,3,,,,,,2,1,2,1,0,0,,1407,82,89.279999,89.279999,90.709999,90.709999
Sweden,SWE,20200427,1,1,1,1,0,,3,1,0,,0,,1,1,3,2,0,1,,0,2,1,1,1,0,0,,18640,2194,47.349998,47.349998,58.099998,58.099998
Eswatini,SWZ,20200427,,,,,2,1,3,1,,,2,1,2,1,,,,,,,,,,,,,,59,1,,,,
Seychelles,SYC,20200427,3,1,3,1,2,1,4,1,2,1,2,1,2,1,3,,,,,,2,1,2,2,0,0,,11,0,94.580002,94.580002,94.290001,94.290001
Syria,SYR,20200427,,,,,,,3,1,,,,,,,,0,,0,0,0,,,,,,,,43,3,,,,
Chad,TCD,20200427,3,1,3,1,2,1,1,1,2,1,2,0,2,1,4,2,1,2,,,2,1,,,,,,46,0,88.230003,88.230003,97.139999,97.139999
Thailand,THA,20200427,3,1,3,0,2,1,4,0,2,0,1,1,2,0,4,,,,,,2,1,1,2,0,0,,2922,51,82.019997,82.019997,84.050003,84.050003
Trinidad and Tobago,TTO,20200427,3,1,3,1,2,1,4,1,1,1,2,1,0,,4,,,,,,2,1,2,2,0,0,,116,8,82.269997,82.269997,88.809998,88.809998
Tunisia,TUN,20200427,,,,,,,,,,,,,,,,,,,,,,,,,,,,949,38,,,,
Turkey,TUR,20200427,3,1,1,1,,,,,2,0,,,,,4,2,0,1,,,2,1,,,,,,110130,2805,,,56.669998,56.669998
Tanzania,TZA,20200427,,,,,,,3,1,,,0,,,,,,,,,,,,,,,,,300,10,,,,
Uganda,UGA,20200427,3,1,3,1,2,1,3,1,2,1,2,1,2,1,3,,,,0,,2,1,1,1,0,0,,79,0,92.589996,92.589996,94.290001,94.290001
Ukraine,UKR,20200427,3,1,2,1,,,,,2,1,,,,,4,1,0,1,222679980,0,2,1,,,,,,9009,220,,,65,65
Uruguay,URY,20200427,,,,,2,1,0,,,,1,1,2,1,,1,0,2,0,0,2,1,,,,,,606,15,,,42.860001,42.860001
United States,USA,20200427,,,3,0,2,0,2,0,,,2,0,2,0,3,2,0,1,0,0,,,,,,,,965910,54876,41.419998,41.419998,38.330002,38.330002
Uzbekistan,UZB,20200427,3,1,3,1,2,1,3,1,2,0,2,1,2,1,4,2,0,2,0,0,2,1,,,,,,1887,8,92.199997,92.199997,92.379997,92.379997
Venezuela,VEN,20200427,3,1,3,1,,,3,1,0,,,,,,4,,,,,,2,1,,,,,,325,10,53.57,53.57,65.709999,65.709999
Vietnam,VNM,20200427,3,0,2,1,2,1,3,1,2,1,0,,2,1,3,,,,,,2,1,3,2,0,0,,270,0,78.309998,78.309998,87.139999,87.139999
South Africa,ZAF,20200427,3,1,3,1,2,1,3,1,1,1,2,1,2,1,4,,,,0,,2,1,2,2,,,,4546,87,91.400002,91.400002,92.379997,92.379997
Zambia,ZMB,20200427,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,3,,,,
Zimbabwe,ZWE,20200427,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,4,,,,
Taiwan,TWN,20200427,0,,0,,1,1,0,,0,,0,,0,,4,,,,,,2,1,,,,,,429,6,29.360001,29.360001,35.240002,35.240002
Kosovo,RKS,20200427,3,1,2,1,2,1,4,1,2,1,2,1,2,1,,,,,,,2,1,,,,,,780,22,83.599998,83.599998,82.139999,82.139999
Aruba,ABW,20200428,3,1,3,1,2,1,4,1,0,,2,1,2,1,3,0,,2,0,0,2,1,1,0,0,0,,100,2,83.459999,83.459999,80,80
Afghanistan,AFG,20200428,3,1,3,0,2,1,4,1,2,0,2,0,2,0,1,,,,,,2,1,1,1,0,0,,1703,57,76.330002,76.330002,75.480003,75.480003
Angola,AGO,20200428,3,1,,,,,,,,,,,,,,0,,2,0,0,,,,,,,,27,2,,86.769997,,84.050003
Albania,ALB,20200428,3,1,2,0,2,1,4,1,2,0,2,1,2,1,4,,,,,,2,1,,,,,,736,28,88.360001,88.360001,85.239998,85.239998
Andorra,AND,20200428,,,,,,,,,,,,,,,,,,,,,,,,,,,,743,40,,50.790001,,65.480003
United Arab Emirates,ARE,20200428,3,1,2,1,2,1,4,1,2,1,2,1,2,1,4,0,,2,,,2,1,3,2,0,0,,10839,82,94.709999,94.709999,93.57,93.57
Argentina,ARG,20200428,3,1,2,0,2,1,4,1,2,1,2,1,1,1,4,,,,,,,,,,,,,3990,197,76.449997,76.449997,72.139999,72.139999
Australia,AUS,20200428,,,,,,,4,1,,,,,,,,1,1,2,0,,,,,,,,,6725,84,,43.919998,,54.290001
Austria,AUT,20200428,3,1,2,1,2,1,4,1,0,,1,1,1,1,2,2,1,2,0,0,2,1,2,2,0,0,,15256,549,71.419998,71.419998,68.809998,68.809998
Azerbaijan,AZE,20200428,3,1,3,1,2,1,4,1,0,,2,1,2,1,4,2,1,0,0,0,2,1,2,1,0,0,,1678,22,86.239998,86.239998,82.860001,82.860001
Burundi,BDI,20200428,0,,0,,0,,0,,0,,0,,0,,3,,,,,,2,1,,,0,0,,15,1,19.440001,19.440001,22.860001,22.860001
Belgium,BEL,20200428,2,1,3,1,2,1,4,1,0,,2,1,2,1,4,,,,,,,,,,,,,46687,7207,72.480003,72.480003,65,65
Burkina Faso,BFA,20200428,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,635,42,,88.230003,,93.57
Bangladesh,BGD,20200428,3,1,3,1,2,1,4,1,2,1,2,1,2,1,3,0,,0,0,0,2,1,2,1,0,0,,5913,152,94.580002,94.580002,94.290001,94.290001
Bulgaria,BGR,20200428,3,1,1,1,2,1,0,,0,,,,,,3,2,0,2,,0,2,1,,,,,,1363,58,47.48,47.48,58.57,58.57
Bahrain,BHR,20200428,3,1,2,1,2,1,4,1,1,1,2,1,1,1,4,2,0,2,,0,2,1,2,2,0,0,,2723,8,86.769997,86.769997,85.239998,85.239998
Bosnia and Herzegovina,BIH,20200428,3,1,3,1,2,1,4,1,2,1,2,1,2,1,3,,,,,,,,,,,,,1564,60,83.459999,83.459999,80,80
Belize,BLZ,20200428,3,1,1,0,2,1,3,1,1,0,2,0,2,0,4,1,1,0,,,2,1,1,2,0,0,,18,2,73.419998,73.419998,72.139999,72.139999
Bermuda,BMU,20200428,3,1,2,1,2,1,,,2,1,,,2,1,4,,,,,,,,,,,,,110,6,64.019997,64.019997,79.290001,79.290001
Bolivia,BOL,20200428,3,1,3,1,2,1,4,1,2,1,2,1,2,1,4,,,,,,2,1,0,1,0,0,,1014,53,97.349998,97.349998,97.139999,97.139999
Brazil,BRA,20200428,3,0,3,0,2,0,,,,,1,0,,,,,,,,,,,,,,,,66501,4543,,70.519997,,75.709999
Barbados,BRB,20200428,3,1,3,1,2,1,4,1,1,1,3,1,2,1,2,,,,,,2,1,2,2,,0,,80,6,90.470001,90.470001,86.669998,86.669998
Brunei,BRN,20200428,3,1,,,2,1,3,1,,,0,,1,1,4,0,,0,0,0,2,1,2,1,,,,138,1,60.709999,60.709999,63.810001,63.810001
Botswana,BWA,20200428,,,,,2,1,4,1,1,1,2,0,2,0,,1,1,2,0,0,,,,,,,,22,1,,87.040001,33.330002,87.620003
Canada,CAN,20200428,3,1,3,1,2,0,4,0,,,,,,,4,2,1,0,0,0,2,1,,1,0,0,,48489,2707,60.32,60.32,65.709999,65.709999
Switzerland,CHE,20200428,,,,,,,,,,,,,,,,2,0,1,0,0,,,,,,,,29081,1352,,50.130001,,62.139999
Chile,CHL,20200428,2,1,2,1,2,1,3,1,0,,2,1,2,0,4,,,,,,2,1,2,2,0,0,,13813,198,75.790001,75.790001,72.139999,72.139999
China,CHN,20200428,3,0,2,0,2,0,4,0,0,,0,,2,0,3,,,,,,2,1,3,2,0,0,,83938,4637,56.5,56.5,61.669998,61.669998
Cameroon,CMR,20200428,3,1,0,,2,1,3,1,1,1,0,,1,1,4,0,,0,0,0,1,1,2,0,0,0,,1621,58,63.880001,63.880001,68.57,68.57
Democratic Republic of Congo,COD,20200428,,,,,,,,,,,,,,,,,,,,,,,,,,,,471,30,,82.019997,,80.480003
Colombia,COL,20200428,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,1,1,2,0,0,2,1,2,2,,0,,5597,253,93.379997,93.379997,92.379997,92.379997
Cape Verde,CPV,20200428,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,1,,79.629997,,88.809998
Costa Rica,CRI,20200428,3,1,3,1,2,1,,,0,,,,2,1,3,1,1,1,0,0,2,1,2,2,0,0,,697,6,63.889999,63.889999,80,80
Cuba,CUB,20200428,,,,,,,,,,,,,,,,1,0,2,0,0,,,,,,,,1389,56,,83.07,,97.139999
Cyprus,CYP,20200428,3,1,3,0,2,1,4,1,2,1,2,1,2,1,4,,,,,,2,1,3,2,0,0,,822,20,94.18,94.18,93.57,93.57
Czech Republic,CZE,20200428,,,,,,,,,,,,,,,,,,,,,,,,,,,,7449,223,,59.650002,,62.860001
Germany,DEU,20200428,3,1,3,1,2,1,4,1,1,1,2,0,2,0,3,2,0,2,0,0,,,,,,,,156337,5913,73.150002,73.150002,70.480003,70.480003
Djibouti,DJI,20200428,3,1,3,1,2,1,4,1,2,1,3,1,2,1,4,,,,,,2,1,3,2,0,0,,1035,2,100,100,97.139999,97.139999
Dominica,DMA,20200428,,,,,,,,,,,,,,,,0,,0,0,0,,,,,,,,16,0,,88.889999,,82.860001
Denmark,DNK,20200428,,,,,,,,,,,,,,,,,,,,,,,,,,,,8698,427,,81.470001,,80.480003
Dominican Republic,DOM,20200428,,,,,,,,,,,,,,,,,,,,,,,,,,,,6135,278,,95.370003,,97.139999
Algeria,DZA,20200428,3,1,2,1,2,1,4,0,2,1,2,0,2,0,3,,,,,,2,1,1,0,0,0,,3517,432,82.419998,82.419998,85.949997,85.949997
Ecuador,ECU,20200428,3,1,3,1,2,1,3,1,2,1,2,1,2,1,4,1,1,2,0,0,2,1,3,1,0,0,,23240,663,95.370003,95.370003,97.139999,97.139999
Egypt,EGY,20200428,,,,,,,,,,,,,,,,0,,0,,0,,,,,,,,4782,337,,88.620003,,94.290001
